2025-05-11 10:21:12,Москва,12.5,81,пасмурно
2025-05-11 10:22:33,Лондон,10.1,76,дождь
2025-05-11 22:48:59,Благовещенск,11.34,35,небольшая облачность
2025-05-12 06:06:51,Санкт-Петербург,8.08,61,ясно
2025-05-12 06:22:02,Санкт-Петербург,8.08,61,ясно
2025-05-12 06:22:02,Нижний Новгород,5.73,70,ясно
2025-05-12 06:22:08,Самара,10.71,54,пасмурно
2025-05-12 06:22:20,Казань,7.34,67,небольшая облачность
2025-05-12 06:22:27,Новосибирск,-0.39,93,ясно
